BCC, EMP, OP, EVENT, TIME, PTIME
bc00651767, 201606052, op80, start1, 20/08/2019-10:24:13, 70.89275574684143
bc00651767, 201606052, op70, finish1, 20/08/2019-10:27:22, 43.316765546798706
