BCC, EMP, OP, EVENT, TIME, PTIME
bc00651767, 201606052, op70, start1, 15/08/2019-10:26:28, 5.341174840927124
bc00651767, 201606052, op70, start1, 15/08/2019-10:26:48, 14.21312665939331
bc00651767, 201606052, op70, finish1, 15/08/2019-10:27:33, 23.351274967193604
