BCC, EMP, OP, EVENT, TIME, PTIME
bc123, 2019010101, op90, start1, 15/08/2019-09:47:54, 11.09577465057373
bc238495, 2019030405, op78, start2, 15/08/2019-09:48:51, 15.037588119506836
