BCC, EMP, OP, EVENT, TIME, PTIME
bc00651767, 201608151, op80, start1, 26/08/2019-10:49:15, 58.66462326049805
bc00651767, 201608151, op80, finish1, 26/08/2019-10:50:10, 8.0760018825531
bc00651767, 201608151, op70, finish1, 26/08/2019-10:53:32, 15.966505527496338
